Method,ID,THR,CLOSE,FAR,POS,NEG,AUC,AUPR
ZMIp,P58753,5,8,16,285,285,0.50704216682056,0.499417202605515
PSICOV,P58753,5,8,16,285,285,0.678276392736227,0.687826211419943
PHACE,P60484,0,8,16,1526,1526,0.949137192121192,0.955306254476436
CAPS,P60484,0,8,16,1526,1526,0.544054647361848,0.589028811684204
CAPS_Bootstrap,P60484,0,8,16,1526,1526,0.543814167363772,0.582816664979661
CoMap,P60484,0,8,16,1526,1526,0.512778505897772,0.534324371285521
DCA,P60484,0,8,16,1526,1526,0.827341373381266,0.846488672127501
GaussDCA,P60484,0,8,16,1526,1526,0.810694574943013,0.829246871470475
ZMIp,P60484,0,8,16,1526,1526,0.758491520503494,0.766178765837362
PSICOV,P60484,0,8,16,1526,1526,0.672621481047599,0.684777797150185
PHACE,P60484,5,8,16,743,743,0.918952846577026,0.929584397097354
CAPS,P60484,5,8,16,743,743,0.51554300433476,0.537972389396549
CAPS_Bootstrap,P60484,5,8,16,743,743,0.515362766710926,0.529291656685694
CoMap,P60484,5,8,16,743,743,0.51278600269179,0.534340803196107
DCA,P60484,5,8,16,743,743,0.782780151761891,0.806632902525787
GaussDCA,P60484,5,8,16,743,743,0.75897972824876,0.781951692825685
ZMIp,P60484,5,8,16,743,743,0.709007714894874,0.718056534768583
PSICOV,P60484,5,8,16,743,743,0.611702040942018,0.609719890237968
PHACE,P60709,0,8,16,1973,1973,0.5382040465699,0.593911494493959
CAPS,P60709,0,8,16,1973,1973,0.511161578419664,0.530716199191336
CAPS_Bootstrap,P60709,0,8,16,1973,1973,0.511160293973714,0.530660629454834
CoMap,P60709,0,8,16,1973,1973,0.505068809054008,0.515691307971299
DCA,P60709,0,8,16,1973,1973,0.634701131262927,0.643356695487089
GaussDCA,P60709,0,8,16,1973,1973,0.633798294204401,0.64525994684108
ZMIp,P60709,0,8,16,1973,1973,0.582653711573551,0.594623743615434
PSICOV,P60709,0,8,16,1973,1973,0.586352787466068,0.59633657550874
PHACE,P60709,5,8,16,919,919,0.503378678390312,0.520200622698623
CAPS,P60709,5,8,16,919,919,0.503268562010323,0.511065508033468
CAPS_Bootstrap,P60709,5,8,16,919,919,0.503266193916129,0.510752469869756
CoMap,P60709,5,8,16,919,919,0.50272390034586,0.509493036487396
DCA,P60709,5,8,16,919,919,0.576212967446993,0.572474164672054
GaussDCA,P60709,5,8,16,919,919,0.574062737919464,0.571299058855046
ZMIp,P60709,5,8,16,919,919,0.532860859073531,0.529555334554406
PSICOV,P60709,5,8,16,919,919,0.537355501852442,0.532580287701745
PHACE,P60763,0,8,16,858,858,0.749461397188672,0.800448662896445
CAPS,P60763,0,8,16,858,858,0.59228446378796,0.659128923392136
CAPS_Bootstrap,P60763,0,8,16,858,858,0.592272238251259,0.659032972769153
CoMap,P60763,0,8,16,858,858,0.512267646883032,0.532675565706517
DCA,P60763,0,8,16,858,858,0.755013828440403,0.758503860771353
GaussDCA,P60763,0,8,16,858,858,0.736249667193723,0.743978514950462
ZMIp,P60763,0,8,16,858,858,0.672467004634837,0.637452303383034
PSICOV,P60763,0,8,16,858,858,0.68621054547628,0.68176576777477
PHACE,P60763,5,8,16,385,385,0.61382695226851,0.635649154478371
CAPS,P60763,5,8,16,385,385,0.510477314892899,0.525434392019034
CAPS_Bootstrap,P60763,5,8,16,385,385,0.510497554393658,0.527994013979099
CoMap,P60763,5,8,16,385,385,0.506493506493506,0.519621017462661
DCA,P60763,5,8,16,385,385,0.658559622195985,0.650306007592319
GaussDCA,P60763,5,8,16,385,385,0.639379321976724,0.640635768979994
ZMIp,P60763,5,8,16,385,385,0.597854612919548,0.55983844900933
PSICOV,P60763,5,8,16,385,385,0.597463315904874,0.595900623650853
PHACE,P60891,0,8,16,1653,1653,0.835215372222826,0.880507015424134
CAPS,P60891,0,8,16,1653,1653,0.667408502899822,0.743943533989026
CAPS_Bootstrap,P60891,0,8,16,1653,1653,0.667318838431582,0.743648648770145
CoMap,P60891,0,8,16,1653,1653,0.510586811857229,0.52942247359115
DCA,P60891,0,8,16,1653,1653,0.793681692601658,0.802331916757452
GaussDCA,P60891,0,8,16,1653,1653,0.778668200844018,0.790031916023202
ZMIp,P60891,0,8,16,1653,1653,0.612008670737068,0.586567252461639
PSICOV,P60891,0,8,16,1653,1653,0.707417520583485,0.710417510904034
PHACE,P60891,5,8,16,806,806,0.727141045139124,0.790400723202957
CAPS,P60891,5,8,16,806,806,0.594061905436275,0.661505151452384
CAPS_Bootstrap,P60891,5,8,16,806,806,0.593895658491832,0.660373941709938
CoMap,P60891,5,8,16,806,806,0.508064516129032,0.523500375140585
DCA,P60891,5,8,16,806,806,0.711307563004512,0.710521128799299
GaussDCA,P60891,5,8,16,806,806,0.68959540419558,0.699770304080004
ZMIp,P60891,5,8,16,806,806,0.606719763067317,0.563998219649482
PSICOV,P60891,5,8,16,806,806,0.601161265693404,0.609978422996238
PHACE,P60953,0,8,16,919,919,0.763587236445918,0.806491842399101
CAPS,P60953,0,8,16,919,919,0.603398688786245,0.665620129819491
CAPS_Bootstrap,P60953,0,8,16,919,919,0.60390368487297,0.669377188902674
CoMap,P60953,0,8,16,919,919,0.511960651746884,0.529803465632447
DCA,P60953,0,8,16,919,919,0.723337923489246,0.733703425047975
GaussDCA,P60953,0,8,16,919,919,0.704973353020091,0.713152130060143
ZMIp,P60953,0,8,16,919,919,0.526967264649918,0.512359615975964
PSICOV,P60953,0,8,16,919,919,0.667379857701221,0.66222106722211
PHACE,P60953,5,8,16,417,417,0.615953280541035,0.638867179818627
CAPS,P60953,5,8,16,417,417,0.518031617871171,0.54154411845304
CAPS_Bootstrap,P60953,5,8,16,417,417,0.518083375026597,0.5434678204244
CoMap,P60953,5,8,16,417,417,0.498806710027661,0.498409154303811
DCA,P60953,5,8,16,417,417,0.598761278746787,0.573578422372492
GaussDCA,P60953,5,8,16,417,417,0.604397057893255,0.583894880151984
ZMIp,P60953,5,8,16,417,417,0.534398380576115,0.500168526822134
PSICOV,P60953,5,8,16,417,417,0.594574699952268,0.555611921116264
PHACE,P61011,0,8,16,1526,1526,0.775297636940476,0.835557200856069
CAPS,P61011,0,8,16,1526,1526,0.622170280451209,0.687146293863063
CAPS_Bootstrap,P61011,0,8,16,1526,1526,0.622982329873284,0.690474989864836
CoMap,P61011,0,8,16,1526,1526,0.507211608656593,0.521313203632143
DCA,P61011,0,8,16,1526,1526,0.787578005699374,0.794652238005611
GaussDCA,P61011,0,8,16,1526,1526,0.770406016122466,0.781243269989668
ZMIp,P61011,0,8,16,1526,1526,0.684828202807087,0.676441629007666
PSICOV,P61011,0,8,16,1526,1526,0.690044042193933,0.699900789291045
PHACE,P61011,5,8,16,656,656,0.648335254312909,0.715216506418535
CAPS,P61011,5,8,16,656,656,0.55462243456276,0.597279434322925
CAPS_Bootstrap,P61011,5,8,16,656,656,0.55493614292088,0.599312618169904
CoMap,P61011,5,8,16,656,656,0.505335365853659,0.516642636660236
DCA,P61011,5,8,16,656,656,0.734140299672814,0.749665598920891
GaussDCA,P61011,5,8,16,656,656,0.707986317668055,0.730255031233674
ZMIp,P61011,5,8,16,656,656,0.694817537923854,0.671750280969424
PSICOV,P61011,5,8,16,656,656,0.597359969883998,0.600517332852412
PHACE,P61024,0,8,16,287,287,0.713921499593294,0.74040845102934
CAPS,P61024,0,8,16,287,287,0.565394748024135,0.619460309666678
CAPS_Bootstrap,P61024,0,8,16,287,287,0.564793793781641,0.610773093305473
CoMap,P61024,0,8,16,287,287,0.520905923344948,0.551086881699681
DCA,P61024,0,8,16,287,287,0.701999538661389,0.721178527241314
GaussDCA,P61024,0,8,16,287,287,0.697240466680426,0.730021503293469
ZMIp,P61024,0,8,16,287,287,0.596255872961915,0.548521313626875
PSICOV,P61024,0,8,16,287,287,0.600808556617174,0.624580493067037
PHACE,P61024,5,8,16,119,119,0.574747546077255,0.54349065769429
CAPS,P61024,5,8,16,119,119,0.496222018219052,0.502845761255866
CAPS_Bootstrap,P61024,5,8,16,119,119,0.496010168773392,0.494260456654757
CoMap,P61024,5,8,16,119,119,0.512605042016807,0.533943560307491
DCA,P61024,5,8,16,119,119,0.641974436833557,0.652536973232355
GaussDCA,P61024,5,8,16,119,119,0.639785325895064,0.669786646725828
ZMIp,P61024,5,8,16,119,119,0.592401666548973,0.529166276341384
PSICOV,P61024,5,8,16,119,119,0.496963491278865,0.507613641506154
PHACE,P61916,0,8,16,627,627,0.756242861757847,0.777844281445758
CAPS,P61916,0,8,16,627,627,0.519142571522325,0.546812525569706
CAPS_Bootstrap,P61916,0,8,16,627,627,0.519162921076797,0.547494254460977
CoMap,P61916,0,8,16,627,627,0.51115028400347,0.528155185241236
DCA,P61916,0,8,16,627,627,0.734199206876117,0.750952042494103
GaussDCA,P61916,0,8,16,627,627,0.716848667994477,0.737511719248062
ZMIp,P61916,0,8,16,627,627,0.616596587888453,0.622824946009429
PSICOV,P61916,0,8,16,627,627,0.586494509435833,0.598123616988756
PHACE,P61916,5,8,16,354,354,0.636223626671774,0.682754959511574
CAPS,P61916,5,8,16,354,354,0.515536723163842,0.540234624515474
CAPS_Bootstrap,P61916,5,8,16,354,354,0.515536723163842,0.540234624515474
CoMap,P61916,5,8,16,354,354,0.504221328481599,0.509516872418087
DCA,P61916,5,8,16,354,354,0.682402885505443,0.701002220311045
GaussDCA,P61916,5,8,16,354,354,0.662413418877078,0.683342995300817
ZMIp,P61916,5,8,16,354,354,0.608302212008044,0.593091067111462
PSICOV,P61916,5,8,16,354,354,0.538470745954227,0.532542949150167
PHACE,P61960,0,8,16,373,373,0.767819793141615,0.819745411814275
CAPS,P61960,0,8,16,373,373,0.637207196199211,0.698902638075991
CAPS_Bootstrap,P61960,0,8,16,373,373,0.636416563045806,0.693509813782399
CoMap,P61960,0,8,16,373,373,0.506723975590998,0.520401868731277
DCA,P61960,0,8,16,373,373,0.756693428400981,0.774080913640051
GaussDCA,P61960,0,8,16,373,373,0.738336364093754,0.760169089602097
ZMIp,P61960,0,8,16,373,373,0.449719325230541,0.491384231819964
PSICOV,P61960,0,8,16,373,373,0.724953101078854,0.72963892906707
PHACE,P61960,5,8,16,177,177,0.561077595837722,0.596380854589243
CAPS,P61960,5,8,16,177,177,0.522263717322608,0.532390325635757
CAPS_Bootstrap,P61960,5,8,16,177,177,0.522327555938587,0.530906149405666
CoMap,P61960,5,8,16,177,177,0.505649717514124,0.517462328951453
DCA,P61960,5,8,16,177,177,0.607200995882409,0.602570591528912
GaussDCA,P61960,5,8,16,177,177,0.596284592550033,0.592493710960084
ZMIp,P61960,5,8,16,177,177,0.454147914073223,0.492528631757471
PSICOV,P61960,5,8,16,177,177,0.610105652909444,0.59251514894953
PHACE,P61981,0,8,16,1181,1181,0.72264208706725,0.790272563555625
CAPS,P61981,0,8,16,1181,1181,0.58149353186675,0.64442002220722
CAPS_Bootstrap,P61981,0,8,16,1181,1181,0.581443344056795,0.642890336646073
CoMap,P61981,0,8,16,1181,1181,0.509314499043205,0.525993614458983
DCA,P61981,0,8,16,1181,1181,0.789908808749312,0.776292159856309
GaussDCA,P61981,0,8,16,1181,1181,0.760772634164561,0.74021054877457
ZMIp,P61981,0,8,16,1181,1181,0.762638186757443,0.763975982364704
PSICOV,P61981,0,8,16,1181,1181,0.689840051449674,0.672257934685928
PHACE,P61981,5,8,16,340,340,0.48166955017301,0.585776373457393
CAPS,P61981,5,8,16,340,340,0.53113321799308,0.568319234289269
CAPS_Bootstrap,P61981,5,8,16,340,340,0.531068339100346,0.565468531657392
CoMap,P61981,5,8,16,340,340,0.504411764705882,0.514178982336066
DCA,P61981,5,8,16,340,340,0.770596885813149,0.724132504004221
GaussDCA,P61981,5,8,16,340,340,0.741124567474049,0.698832236154321
ZMIp,P61981,5,8,16,340,340,0.689610726643598,0.69865019793247
PSICOV,P61981,5,8,16,340,340,0.603425605536332,0.577675217648557
PHACE,P62873,0,8,16,1786,1786,0.813286492302329,0.863305679683366
CAPS,P62873,0,8,16,1786,1786,0.614899667564948,0.686831434873205
CAPS_Bootstrap,P62873,0,8,16,1786,1786,0.614887441077737,0.686750646123014
CoMap,P62873,0,8,16,1786,1786,0.513997760358343,0.536969443379839
DCA,P62873,0,8,16,1786,1786,0.774017209877998,0.780795708320568
GaussDCA,P62873,0,8,16,1786,1786,0.760943960052619,0.76945360772117
ZMIp,P62873,0,8,16,1786,1786,0.526727101043453,0.503616835646535
PSICOV,P62873,0,8,16,1786,1786,0.693805027029942,0.682159411519443
PHACE,P62873,5,8,16,1021,1021,0.694730445176274,0.760371451644507
CAPS,P62873,5,8,16,1021,1021,0.553418370919793,0.606106062893066
CAPS_Bootstrap,P62873,5,8,16,1021,1021,0.553399185181703,0.605879906618189
CoMap,P62873,5,8,16,1021,1021,0.505876591576885,0.518048511793279
DCA,P62873,5,8,16,1021,1021,0.711788964555308,0.705537702819636
GaussDCA,P62873,5,8,16,1021,1021,0.69532184555289,0.692068211080014
ZMIp,P62873,5,8,16,1021,1021,0.541875271598104,0.50203578157957
PSICOV,P62873,5,8,16,1021,1021,0.629763219213365,0.613417917372674
PHACE,P63000,0,8,16,882,882,0.724370246964997,0.775327320649199
CAPS,P63000,0,8,16,882,882,0.57142921416488,0.631503075014973
CAPS_Bootstrap,P63000,0,8,16,882,882,0.571442068891049,0.631665320869441
CoMap,P63000,0,8,16,882,882,0.510213722677279,0.528480778975461
DCA,P63000,0,8,16,882,882,0.739887186923144,0.744288237541766
GaussDCA,P63000,0,8,16,882,882,0.71445925308899,0.724300213799466
ZMIp,P63000,0,8,16,882,882,0.68218360662481,0.643961993802078
PSICOV,P63000,0,8,16,882,882,0.670034604922846,0.67212508017776
PHACE,P63000,5,8,16,407,407,0.610809603438596,0.625016954000898
CAPS,P63000,5,8,16,407,407,0.517177888185259,0.540984481538649
CAPS_Bootstrap,P63000,5,8,16,407,407,0.517165814463112,0.539018879573047
CoMap,P63000,5,8,16,407,407,0.508599508599509,0.52478535952831
DCA,P63000,5,8,16,407,407,0.636768106055575,0.632820551424983
GaussDCA,P63000,5,8,16,407,407,0.615451949604284,0.621881755529269
ZMIp,P63000,5,8,16,407,407,0.599357677981757,0.549657187664635
PSICOV,P63000,5,8,16,407,407,0.583317738108893,0.590163400389081
PHACE,P63241,0,8,16,609,609,0.778953357006696,0.818977234610354
CAPS,P63241,0,8,16,609,609,0.550249271329618,0.599835526561336
CAPS_Bootstrap,P63241,0,8,16,609,609,0.550033568718807,0.59462414594624
CoMap,P63241,0,8,16,609,609,0.513176733237885,0.535089854185936
DCA,P63241,0,8,16,609,609,0.800364537412268,0.80887798607692
GaussDCA,P63241,0,8,16,609,609,0.778597447698858,0.790225877665099
ZMIp,P63241,0,8,16,609,609,0.674831010485843,0.690055663531998
PSICOV,P63241,0,8,16,609,609,0.654196359479186,0.674172277349163
PHACE,P63241,5,8,16,320,320,0.685722656250001,0.73176345023385
CAPS,P63241,5,8,16,320,320,0.520400390625,0.547870811190503
CAPS_Bootstrap,P63241,5,8,16,320,320,0.520283203125,0.541819193058731
CoMap,P63241,5,8,16,320,320,0.5109765625,0.530482224578134
DCA,P63241,5,8,16,320,320,0.78802734375,0.792710632384263
GaussDCA,P63241,5,8,16,320,320,0.776630859375001,0.782012526487633
ZMIp,P63241,5,8,16,320,320,0.6628515625,0.656841316328657
PSICOV,P63241,5,8,16,320,320,0.5771484375,0.589418993254423
PHACE,P63252,0,8,16,1323,1323,0.669008512114007,0.742465002786356
CAPS,P63252,0,8,16,1323,1323,0.537512090584113,0.577501920703112
CAPS_Bootstrap,P63252,0,8,16,1323,1323,0.537442960723384,0.574008919575346
CoMap,P63252,0,8,16,1323,1323,0.507180650037793,0.521338521319604
DCA,P63252,0,8,16,1323,1323,0.684561016814555,0.686856167917839
GaussDCA,P63252,0,8,16,1323,1323,0.673237145702322,0.674886273230864
ZMIp,P63252,0,8,16,1323,1323,0.570898956710424,0.586297258252281
PSICOV,P63252,0,8,16,1323,1323,0.603859617249101,0.614618893760286
PHACE,P63252,5,8,16,485,485,0.556919970241258,0.64371065496663
CAPS,P63252,5,8,16,485,485,0.525828462110745,0.556526746594383
CAPS_Bootstrap,P63252,5,8,16,485,485,0.525713678393028,0.552305125415973
CoMap,P63252,5,8,16,485,485,0.506185567010309,0.518839887608386
DCA,P63252,5,8,16,485,485,0.687796790307153,0.685217592201611
GaussDCA,P63252,5,8,16,485,485,0.678807524710384,0.680330670603653
ZMIp,P63252,5,8,16,485,485,0.537315336380061,0.555269572906059
PSICOV,P63252,5,8,16,485,485,0.518816027207993,0.514629986225392
PHACE,P63316,0,8,16,388,388,0.70432896694654,0.776892862643209
CAPS,P63316,0,8,16,388,388,0.559049181634605,0.605742307570549
CAPS_Bootstrap,P63316,0,8,16,388,388,0.558879795940057,0.598661999753534
CoMap,P63316,0,8,16,388,388,0.514161972579445,0.535067416825815
DCA,P63316,0,8,16,388,388,0.760667977468382,0.777508251103189
GaussDCA,P63316,0,8,16,388,388,0.744048251673929,0.751914375761671
ZMIp,P63316,0,8,16,388,388,0.531233393559358,0.527992111793385
PSICOV,P63316,0,8,16,388,388,0.68072457221809,0.654599896392258
PHACE,P63316,5,8,16,102,102,0.480296039984622,0.629574761398984
CAPS,P63316,5,8,16,102,102,0.504998077662437,0.517809202595159
CAPS_Bootstrap,P63316,5,8,16,102,102,0.50480584390619,0.507038493882727
CoMap,P63316,5,8,16,102,102,0.499951941560938,0.498106400190589
DCA,P63316,5,8,16,102,102,0.659457900807382,0.607808726473967
GaussDCA,P63316,5,8,16,102,102,0.628508266051519,0.574054929610679
ZMIp,P63316,5,8,16,102,102,0.564206074586697,0.524961577162023
PSICOV,P63316,5,8,16,102,102,0.656526336024606,0.617324035870946
PHACE,P67870,0,8,16,844,844,0.865365501673367,0.893078238709952
CAPS,P67870,0,8,16,844,844,0.646823970710451,0.720487201025825
CAPS_Bootstrap,P67870,0,8,16,844,844,0.646981199883201,0.721282081842714
CoMap,P67870,0,8,16,844,844,0.510066878551695,0.527114405633596
DCA,P67870,0,8,16,844,844,0.724747871790841,0.728978609804303
GaussDCA,P67870,0,8,16,844,844,0.715400457087666,0.71594019196363
ZMIp,P67870,0,8,16,844,844,0.55888934435435,0.547844062008716
PSICOV,P67870,0,8,16,844,844,0.649275763123021,0.630763456659718
PHACE,P67870,5,8,16,338,338,0.710387416406989,0.755090679628319
CAPS,P67870,5,8,16,338,338,0.56100101537061,0.6173597056933
CAPS_Bootstrap,P67870,5,8,16,338,338,0.560930989811281,0.616734530859965
CoMap,P67870,5,8,16,338,338,0.502945450089283,0.506472578196081
DCA,P67870,5,8,16,338,338,0.660419803228178,0.677453188861666
GaussDCA,P67870,5,8,16,338,338,0.639385875844683,0.659782550216333
ZMIp,P67870,5,8,16,338,338,0.536894716571549,0.513767513332981
PSICOV,P67870,5,8,16,338,338,0.579085116067365,0.563225365405284
PHACE,P68400,0,8,16,1629,1629,0.776594874740028,0.836849269497644
CAPS,P68400,0,8,16,1629,1629,0.607743473966524,0.676268114271772
CAPS_Bootstrap,P68400,0,8,16,1629,1629,0.607738198196365,0.674429630340456
CoMap,P68400,0,8,16,1629,1629,0.510737511215722,0.528572810140312
DCA,P68400,0,8,16,1629,1629,0.741966980461942,0.747977840338324
GaussDCA,P68400,0,8,16,1629,1629,0.739088859419945,0.743954257061103
ZMIp,P68400,0,8,16,1629,1629,0.723508191198436,0.713497856962318
PSICOV,P68400,0,8,16,1629,1629,0.687793111426904,0.686319721188599
PHACE,P68400,5,8,16,724,724,0.632805584383872,0.703873469402352
CAPS,P68400,5,8,16,724,724,0.557337611794512,0.611487963555954
CAPS_Bootstrap,P68400,5,8,16,724,724,0.557245085620097,0.607354237613017
CoMap,P68400,5,8,16,724,724,0.506906077348066,0.52065630862234
DCA,P68400,5,8,16,724,724,0.656487515643601,0.651992999395847
GaussDCA,P68400,5,8,16,724,724,0.65548975916486,0.652285905691283
ZMIp,P68400,5,8,16,724,724,0.674601660510974,0.642998530275392
PSICOV,P68400,5,8,16,724,724,0.623053134824944,0.62233360091392
PHACE,P69905,0,8,16,695,695,0.837919362351846,0.88257258125683
CAPS,P69905,0,8,16,695,695,0.623103359039387,0.686777748521891
CAPS_Bootstrap,P69905,0,8,16,695,695,0.622989493297448,0.684092773956432
CoMap,P69905,0,8,16,695,695,0.519424460431655,0.548167658562465
DCA,P69905,0,8,16,695,695,0.826387868122769,0.848027527651719
GaussDCA,P69905,0,8,16,695,695,0.81588737642979,0.837350031007439
ZMIp,P69905,0,8,16,695,695,0.623110605041147,0.632223099104008
PSICOV,P69905,0,8,16,695,695,0.737512551110192,0.767064605780424
PHACE,P69905,5,8,16,212,212,0.486828052687789,0.584437238473327
CAPS,P69905,5,8,16,212,212,0.538425596297615,0.57402575778532
CAPS_Bootstrap,P69905,5,8,16,212,212,0.538336596653613,0.571343510267388
CoMap,P69905,5,8,16,212,212,0.511792452830189,0.532143846792829
DCA,P69905,5,8,16,212,212,0.681648273406906,0.699452616160702
GaussDCA,P69905,5,8,16,212,212,0.649897650409399,0.672199624041833
ZMIp,P69905,5,8,16,212,212,0.54812655749377,0.535106335731398
PSICOV,P69905,5,8,16,212,212,0.566949982200071,0.583889352613088
PHACE,P78330,0,8,16,1136,1136,0.869426174122201,0.901043065602566
CAPS,P78330,0,8,16,1136,1136,0.680969177742512,0.7431502410416
CAPS_Bootstrap,P78330,0,8,16,1136,1136,0.681162514258084,0.740272040636178
CoMap,P78330,0,8,16,1136,1136,0.507479294782781,0.521107434163161
DCA,P78330,0,8,16,1136,1136,0.778434028466574,0.802947450987089
GaussDCA,P78330,0,8,16,1136,1136,0.76592565959135,0.79407175081013
ZMIp,P78330,0,8,16,1136,1136,0.59967640349137,0.627400535823023
PSICOV,P78330,0,8,16,1136,1136,0.687561216772465,0.701254155127664
PHACE,P78330,5,8,16,501,501,0.700638642873932,0.750458592722786
CAPS,P78330,5,8,16,501,501,0.62193178513233,0.668058449952956
CAPS_Bootstrap,P78330,5,8,16,501,501,0.622328197895626,0.662925592017883
CoMap,P78330,5,8,16,501,501,0.502994011976048,0.509430303556407
DCA,P78330,5,8,16,501,501,0.704845797427102,0.727447067642849
GaussDCA,P78330,5,8,16,501,501,0.688710403544209,0.714157724549823
ZMIp,P78330,5,8,16,501,501,0.560702945406592,0.585286271926504
PSICOV,P78330,5,8,16,501,501,0.592631105055358,0.601374317968767
PHACE,P78368,0,8,16,1391,1391,0.896248399772386,0.904245720471756
CAPS,P78368,0,8,16,1391,1391,0.671476953879851,0.736945055432534
CAPS_Bootstrap,P78368,0,8,16,1391,1391,0.672847063979645,0.743790549027872
CoMap,P78368,0,8,16,1391,1391,0.511869205392993,0.532263670477541
DCA,P78368,0,8,16,1391,1391,0.808028504078545,0.823971128212126
GaussDCA,P78368,0,8,16,1391,1391,0.788848513164379,0.805079213204421
ZMIp,P78368,0,8,16,1391,1391,0.588811921766765,0.60268540123013
PSICOV,P78368,0,8,16,1391,1391,0.720277887890781,0.73208402885022
PHACE,P78368,5,8,16,603,603,0.840603505413782,0.864728990390803
CAPS,P78368,5,8,16,603,603,0.61830977781078,0.686287070617002
CAPS_Bootstrap,P78368,5,8,16,603,603,0.618304277396874,0.686766248175627
CoMap,P78368,5,8,16,603,603,0.502487562189055,0.50870511015307
DCA,P78368,5,8,16,603,603,0.726659681141006,0.748629017717461
GaussDCA,P78368,5,8,16,603,603,0.689897664799277,0.71368358730974
ZMIp,P78368,5,8,16,603,603,0.564620237672885,0.556394178854306
PSICOV,P78368,5,8,16,603,603,0.622304453410119,0.622860911432532
PHACE,P82251,0,8,16,1661,1661,0.815985307299481,0.846707929231412
CAPS,P82251,0,8,16,1661,1661,0.530752239734302,0.567390924203639
CAPS_Bootstrap,P82251,0,8,16,1661,1661,0.530633896367457,0.561399478419457
CoMap,P82251,0,8,16,1661,1661,0.507224563515954,0.521447144515026
DCA,P82251,0,8,16,1661,1661,0.746866619232664,0.754741388616001
GaussDCA,P82251,0,8,16,1661,1661,0.722518332348046,0.733733507040107
ZMIp,P82251,0,8,16,1661,1661,0.595278371508281,0.601061775529192
PSICOV,P82251,0,8,16,1661,1661,0.630578947349344,0.640438497451002
PHACE,P82251,5,8,16,537,537,0.621360132330452,0.654949718265477
CAPS,P82251,5,8,16,537,537,0.506521158654363,0.519068247441249
CAPS_Bootstrap,P82251,5,8,16,537,537,0.506503819758712,0.515731637628906
CoMap,P82251,5,8,16,537,537,0.508379888268156,0.524259901832199
DCA,P82251,5,8,16,537,537,0.718756176981579,0.724839167030224
GaussDCA,P82251,5,8,16,537,537,0.691398867423338,0.702278067144837
ZMIp,P82251,5,8,16,537,537,0.555659588929463,0.552442512556803
PSICOV,P82251,5,8,16,537,537,0.498808817868772,0.496462625749456
PHACE,P83110,0,8,16,1495,1495,0.932246842876479,0.953220601406585
CAPS,P83110,0,8,16,1495,1495,0.713233185311126,0.776260863880162
CAPS_Bootstrap,P83110,0,8,16,1495,1495,0.71064797932909,0.764930396340196
CoMap,P83110,0,8,16,1495,1495,0.511705685618729,0.5319500893447
DCA,P83110,0,8,16,1495,1495,0.8514513260478,0.865862064698788
GaussDCA,P83110,0,8,16,1495,1495,0.83344302636436,0.848018321967149
ZMIp,P83110,0,8,16,1495,1495,0.817780561738683,0.869078905097476
PSICOV,P83110,0,8,16,1495,1495,0.61438127090301,0.686510354847681
PHACE,P83110,5,8,16,810,810,0.888463648834019,0.921355646315235
CAPS,P83110,5,8,16,810,810,0.672646700198141,0.736054181848054
CAPS_Bootstrap,P83110,5,8,16,810,810,0.66997789971041,0.722431769305852
CoMap,P83110,5,8,16,810,810,0.502469135802469,0.508649784604585
DCA,P83110,5,8,16,810,810,0.784206675811613,0.802252955286832
GaussDCA,P83110,5,8,16,810,810,0.764778235025148,0.7812858998477
ZMIp,P83110,5,8,16,810,810,0.846913580246914,0.897415429574029
PSICOV,P83110,5,8,16,810,810,0.588888888888889,0.655328519643148
PHACE,P83111,0,8,16,1977,1977,0.842668686864035,0.871685521586389
CAPS,P83111,0,8,16,1977,1977,0.532676103976713,0.566673060860152
CAPS_Bootstrap,P83111,0,8,16,1977,1977,0.532659601604593,0.5659988725096
CoMap,P83111,0,8,16,1977,1977,0.505561427329822,0.516113914564326
DCA,P83111,0,8,16,1977,1977,0.783584565958193,0.792916439648509
GaussDCA,P83111,0,8,16,1977,1977,0.77320879543173,0.782512733765229
ZMIp,P83111,0,8,16,1977,1977,0.595455988685258,0.616228843754336
PSICOV,P83111,0,8,16,1977,1977,0.651176056260552,0.671236836455956
PHACE,P83111,5,8,16,887,887,0.722120469921921,0.764818750026403
CAPS,P83111,5,8,16,887,887,0.5163675742181,0.537863081662113
CAPS_Bootstrap,P83111,5,8,16,887,887,0.5163701162603,0.538851338573551
CoMap,P83111,5,8,16,887,887,0.506200676437429,0.518878388412189
DCA,P83111,5,8,16,887,887,0.724821389759891,0.736571553158986
GaussDCA,P83111,5,8,16,887,887,0.718215893102042,0.72994861890471
ZMIp,P83111,5,8,16,887,887,0.488421633287534,0.49713502873499
PSICOV,P83111,5,8,16,887,887,0.543219165981375,0.538992727169671
PHACE,P84074,0,8,16,825,825,0.751460789715333,0.821140875488853
CAPS,P84074,0,8,16,825,825,0.600838200183655,0.670245911352114
CAPS_Bootstrap,P84074,0,8,16,825,825,0.600704499540863,0.669283239846912
CoMap,P84074,0,8,16,825,825,0.512121212121212,0.532875175024572
DCA,P84074,0,8,16,825,825,0.709475849403121,0.707633931634255
GaussDCA,P84074,0,8,16,825,825,0.69479155188246,0.690529607841023
ZMIp,P84074,0,8,16,825,825,0.573380348943985,0.560234994684005
PSICOV,P84074,0,8,16,825,825,0.6488536271809,0.636428438563633
PHACE,P84074,5,8,16,242,242,0.596748855952462,0.700904801912624
